,resource_state,name,distance,moving_time,elapsed_time,total_elevation_gain,type,id,external_id,upload_id,start_date,start_date_local,timezone,utc_offset,start_latlng,end_latlng,location_city,location_state,location_country,start_latitude,start_longitude,achievement_count,kudos_count,comment_count,athlete_count,photo_count,trainer,commute,manual,private,visibility,flagged,gear_id,from_accepted_tag,upload_id_str,average_speed,max_speed,average_cadence,average_watts,weighted_average_watts,kilojoules,device_watts,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,max_watts,elev_high,elev_low,pr_count,total_photo_count,has_kudoed,suffer_score,athlete.id,athlete.resource_state,map.id,map.summary_polyline,map.resource_state,workout_type,average_temp
52,2,Zwift Academy Road: Workout 2 | Sprint Profile,27399.5,3269,3269,155.0,VirtualRide,4263119175,zwift-activity-672497943659820608.fit,4560388007.0,2020-10-30T16:51:36Z,2020-10-30T17:51:36Z,(GMT+01:00) Europe/Amsterdam,3600.0,"[-21.736119, 166.182635]","[-21.744406, 166.149525]",,,The Netherlands,-21.736119,166.149525,2,11,0,1,0,False,False,False,False,followers_only,False,b8041198,False,4560388007,8.382,16.8,87.3,166.6,198.0,544.5,True,True,131.1,169.0,False,True,926.0,120.8,10.4,0,1,False,21.0,4591892,1,a4263119175,vitcCmphu^jFxRbDpJvCxLK~@iEbFa@fAVjAjGtKn@jCTbD@jGa@`C{AbEqBzAa@v@Q`IHzDf@fAbIvHvA|BbDnBh@|ANxB^pAzJdNzCvBTj@QvBgDx@NdBCb@mClDSlBPzAj@`@jAEjDiAp@Tn@z@ZhA@z@Sb@sAj@U`@p@bDKv@sAvBs@@mAk@yAA_@Pk@bA}ALgBvAq@Su@gBmDm@mCsAKc@Lu@`BiAHs@GgA_@c@cCKQ[QeBaAw@yGuByNyBeCj@yJA{GuDcD_A{ANk@`@[p@s@RcCIsBy@}@CwHxE{Bx@wDn@qDvA}Cj@qAQqE`@wCbAaBMcEsDy@_BsBqBy@_CgBqAqAYcB?oDdAeAFs@QiBoAUu@@kAdBaFH_Dw@aBiBy@}AgEoAaCkCQkMDg@UCwB~@q@l@kAd@{BVgC?kCxFcGB{BSm@iDUwN?_@i@N{BOcAyBeCkAw@kJe@qHiAkD}@oDyCmOgCu@eAJaCOiAkEcCk@o@Y{@A{Al@oAfCy@hB{@Pk@?aE\Y|B_@\iBhBy@nAQ`BqB~B{@vIDz@Wh@m@Ny@Gg@iCmAUa@Fe@bBcAVo@Sq@}Au@]e@Do@r@}AC_Ai@s@}DmBO[De@hIcNb@]f@F`DlC|@Jz@q@PsB`@q@v@?pBbAt@C\WVw@DmEl@s@rA@tDjAlAu@Po@Cu@uBqFSeBNe@jBoAn@yEzAeBEu@gA_CvAqFpBkFh@YxAPrF}A`D_B`@cBj@Yl@NXn@Cb@m@x@?x@v@zB|@h@bJuAfBcCvBo@x@|@hAdDt@j@PlCb@nAl@p@jAPxBi@~@?~@f@bFhExAL`BYnBaAnAgAhAeB^aBEaB_@kBeD}ExGcCPe@e@_@iNaBq@YIc@Ta@pCoArG_Eb@s@e@_@}McDQ]xKy@b@QJc@Se@gHiDTUtDP?i@iA}A|A_BrBFpE~AhKzBpBnAzErEhG|L|InJjBj@vF_Al@v@|@tTtDzTb@nE@xBkAhEBrAvLde@jDjKtCjLMdAiEdF]~@PfAjGtKv@zCPdD?hGYlB{AdEuBdBe@~@IlNh@jAbGrFlCxDfDrBp@dBRdC`@lA|JfNxAz@lAlA?~AQh@eDv@JdCsCxDOdBNtAh@d@nACrDgAp@Xh@x@ZrACv@Y^gAd@U`@n@~CObA,2,,
53,2,Middagloop,7350.2,2307,2491,6.9,Run,4255534335,garmin_push_5741348249,4552346224.0,2020-10-28T16:59:40Z,2020-10-28T17:59:40Z,(GMT+01:00) Europe/Amsterdam,3600.0,"[53.21656, 6.552323]","[53.215281, 6.553108]",,,The Netherlands,53.21656,6.553108,3,15,0,1,0,False,False,False,False,followers_only,False,g5391684,False,4552346224,3.186,10.0,81.1,,,,,True,152.5,172.0,False,True,,1.8,-0.7,3,0,False,46.0,4591892,1,a4255534335,ozxcI_w~f@f@wADAb@BDE@BAEDCVs@f@a@JO\QTELKR?RN\v@V~@\d@Vj@Fn@Nh@LJPHL?A@PUBAD?LN\JXDNFTTHT\zARj@H^X`CTfBLd@RjAX`DFVNNR@\KLMTAd@GTO?UH[\Oj@e@XOD?d@Sn@GJGDKHGPCr@D`@?j@XRAHH^l@n@`BNNPVRA`@O`@?XMN@NAb@Bj@CXGTCVOHCLFN`@b@fBLv@Ld@d@jCXjAJVJPPf@Z^f@`Bf@jC\`CVd@PT`@Vr@t@z@h@PTr@b@TBJGp@_BXc@RQVM\[LEPYf@e@t@k@^g@DCL?NDPLNLFh@f@vAR`@HVl@nAf@vA`@h@Zh@Pn@Tl@ZnBDr@DPBz@VdADb@x@pD^j@b@^PVHD\FfFiIJyAAu@Ga@?s@Ie@Mc@MaBe@}BQgAOi@SkAo@oAECUNK?g@JURSDaAj@En@K?SCKFU?[JCJQPCN?dAEX?x@@|@TrDD`@ZpB^rBZtANd@T`@r@z@FDJB\X~@BVCZMb@c@j@}@Po@P{CC{@@a@MkCE]Qe@@m@Ey@@KEu@SyBOg@CSIOUq@a@m@CMKQKGMCG@Q?WBWV]No@No@d@eAb@QLILCPB|CFhA@~@NbC\zBVdANhAd@pBt@hAXZ`@Xt@Ft@E\Uj@o@Pe@J]T_CJe@B[BwAEeA[kBEo@q@cEOy@Sw@M]Kg@KKa@cAKGS@_@HeAd@]TgAd@}@t@EJYiAM[Em@[y@QUKGWI}@c@k@s@_@o@Q]Uu@WsA_@mAQ{@CYBOCSUsAa@kBSo@a@sB_@}AKw@i@gCCWMc@]yBa@_BKQO?c@Jw@AYBiAXCBWD[NOMe@CKJAF}@^KHWBULWBOFSLKNOBKL[NIHmATMJMFQBiA^m@\kAf@_@?YDUAcA@GC[B]CY@OGGQOiAm@aEAi@CIWg@u@qCMq@Gu@Kg@MMCIGi@Sw@QuA[PSTYNu@z@KT_@n@SRSl@KBYT]l@[XQZEBm@DSFW?[HK@MDi@^e@LIF[NGEe@aABYCi@Mm@[cC,2,0.0,
54,2,Watopia,39522.8,3635,3635,59.0,VirtualRide,4251629647,zwift-activity-670407539563583520.fit,4548231131.0,2020-10-27T19:37:14Z,2020-10-27T20:37:14Z,(GMT+01:00) Europe/Amsterdam,3600.0,"[-11.660206, 166.98513]","[-11.663626, 166.984456]",,,The Netherlands,-11.660206,166.984456,27,7,0,1,0,False,False,False,False,followers_only,False,b8041198,False,4548231131,10.873,13.1,84.6,183.3,188.0,666.4,True,True,135.5,153.0,False,True,656.0,17.6,12.6,8,1,False,28.0,4591892,1,a4251629647,hkdfAahez^z@hDfFVjCdD~C[vAcCQmBiCyA{Bj@yA|BkFAq@}CmDsAiAhA{CfJ{@^cA{@e@yC_BmAyG}A}BL}As@y@cDMmFxBsCViC]uK_AeGkBk@qLzCyFg@wF}IrAaS@qK^aAfCaAXs@]yAcCsAIuEaAeAkB_@kB`FcBx@wHmK}BUmB`C`DjF]zDgB`AqDRmC~D{Dq@eDt@uI~S@|AfAdCjH|Ct@xBi@|EoIbTLrC}BjC`EfFFdEeAzA_E`BmAxEVzAdGrFrAzDJlCe@zAcCpBD~A`AbCgBfCgHx@mB_AfCaGpKoDnAiCOqC_BkEaGeFMeAhAyEnEmBz@yAE}DeEsF~BgCI_DlI_Td@uEs@yBcHsCiAuBGuBxI_TnCm@|Dr@bDiE~CIfB{@f@mEaDmFzByBhB\nFvIdAp@hB_A~AyElB\lAnBAlDtChBI`BaC|@k@bAChLoA`SzD~Er@vB|Fl@tL{ChBd@t@pEb@`N[rBkBdBKzA\pFv@xB~E`@dGrAjBvA\jCfAhAhAe@bDuJlAy@rCtAf@vCxENrCjDpCMdBoBAaCmB}AmCVkBhCyE?m@]]iCyCmAgAt@yCbJgAz@gAaAk@_DaBiAkGuA}Ec@{@cDOuF`C}CLgC_@iLy@cFeBo@kM|CeFg@uFsInAiSB}Kf@_AzBw@\gA]gAeCqAOcF{AiA}AG{AzEeBt@qHkKsBYsAv@e@pAbDhFa@zDyBdAuCFyCdEgEq@wCv@oIrSAdBbAbClH~Cv@zBi@|EkIxSLtC_CfCzDlFN`E_A|AcE`BsA~ETzA`GjFzAhEL`Ce@`BgCpBD|AbAtBmA~B{@n@kDZsDUOsAfCuEnKmDjAiCI{BcByE_GgFQcAlAcF~D_BdAyACeEeEkF|BkCGgDtImT\cEq@wBsHeD}@kBGiBpI}S`Du@dEl@pCcEdDIhBcA`@eEaDmFrBwB`Cj@tGrJ|B{@~AwE~AVhAhA@hElC~AZdAc@bA_Cz@_@hAAhKoArS~FvIvFf@rL{CbBh@x@pF\|JM|CoBjBUfANrE|@tDbBt@dCKhGvAxAbAn@fDjA|@bAk@jCiIjA{A`DfAf@zChFXjCfDlD[|@cAV}Am@iB{B_AmBh@eBbC_FCaAiD_DgAgAdA}ChJ{@b@aA{@k@_D}AiAkGyAsCF{Ay@s@}CMuFpBkC{BtCJ|Er@hDnBdAhCIlGzAzAjAb@vCdA~@lAm@nCqIdAqAfDlAn@|C`FTlCdD~Dq@z@mD,2,,
55,2,Avondloop,9061.5,3233,3296,12.1,Run,4246986217,garmin_push_5732216261,4543331355.0,2020-10-26T17:11:24Z,2020-10-26T18:11:24Z,(GMT+01:00) Europe/Amsterdam,3600.0,"[53.231506, 6.605372]","[53.232885, 6.606875]",,,The Netherlands,53.231506,6.606875,4,18,0,1,0,False,False,False,False,followers_only,False,g5391684,False,4543331355,2.803,4.3,78.4,,,,,True,144.3,162.0,False,True,,2.6,-2.6,0,0,False,39.0,4591892,1,a4246986217,{w{cIqbig@A]EKCc@IUG_@?SIe@MgBCSEKG?UJk@D[Hk@Bg@l@E?O_@USg@kAo@uB_@gBEIE?G?c@PM@QNG?KKOZUNGJMJQDQCkAXO?SFKHm@T}@r@y@Zo@`@WHK?OIMYQSM]MKQIWBOFSPu@`A{@v@s@fA_@`@Wb@E@GEMWGEQNYf@[RUBq@Ge@HKCKQIYW_Ck@wCm@sCo@{AK_@Is@Au@OgAEEa@\IBO?MH_@j@IHOB[Py@Z{@l@u@`@YLeEv@sBnCwAtBE@GEM_@u@cDyAcGi@eBAEE?E@eAbAeBzAG@K?OGE?SH}AnAsAl@sA|@IB]AIB_Ap@yB`AMJELAl@GLEDKDo@Jw@R_BR_@J}@HGWAg@AIa@k@YWWm@KwBQoBGSGg@EoBOcA_@oB?SE_@QsAOi@c@gAQs@AmAFiCAe@FUBSb@{AFw@FgAIeABoAAo@Ei@Bw@AYBY?WDY@w@Hs@?[Hg@ASBc@Ao@OyAGSCSACY@O@]JY@c@JWLUPc@Ne@B[Aw@Na@PUNq@l@WHIEGYHwBj@aKPoGHyAFg@AkBS}@Ec@K[G}@b@_EAMDs@Ca@LmB@m@D[HsDGq@TiCHmCCsB@c@AWFYC[BYBaCBi@f@iFAMGI@ECG?[Fm@Dw@Ag@F{@HWP]HEZEZIJKDGAm@BkBIeAGaB@YFILCt@E~@?dAO`@AbAOR?HDHV^dBHFH@~@[bBs@|Bw@h@Ub@[x@CJDn@jD^dCTjATt@x@hGNx@t@`F\zAb@zCJh@B?FEKHEC?EA@?ACLBJj@zCr@lEb@xBt@bF\rCP|@^|Av@dFJd@~A~Jv@jFXzAx@hFb@fC^fCx@|E`@hCJj@Hr@Lb@XzBd@~BRjBRdAFFH?r@[rA_AjAm@lCsBp@YLALMVMDBBJTzA\f@Tj@^RL?FEVBTPNPB?Rb@JfAAHBLIDATPv@?v@PnABv@AZMl@Gh@Qr@?TBh@ZpB^fBh@lEJ`@Lz@\|AZ~@FFFBLCv@s@tBsCt@y@PMRCFEHAJBVV\l@JFF?f@I`AYNK`@MXU`@KJI@IFALBRPTd@RTRPN@NK~@oA`A_A^c@JSHKFEFBTRT^xAbEPp@,2,0.0,
56,2,Robbert vd M's Meetup - Bigger Loop,55009.4,6498,6498,696.0,VirtualRide,4242087013,zwift-activity-668740629097977888.fit,4538094379.0,2020-10-25T12:33:05Z,2020-10-25T13:33:05Z,(GMT+01:00) Europe/Amsterdam,3600.0,"[-11.639403, 166.948337]","[-11.636438, 166.959719]",,,The Netherlands,-11.639403,166.959719,30,10,0,1,0,False,False,False,False,followers_only,False,b8041198,False,4538094379,8.466,21.9,93.8,209.8,214.0,1363.4,True,True,152.2,173.0,False,True,584.0,373.8,0.4,11,1,False,145.0,4591892,1,a4242087013,hi`fAab~y^yQkIoDoITiDdJgIiD}D|B_CoAgLd@gFyCcHpEaNh@wH{@kIuEyKbE}S}A_D}EcCmBwHv@uGwBsFnEu@d@eFxAs@`F~Ad@tC~Bz@_AbDn@jAvIU`CmCeAkFtCoCR}DqB_GgGcHpA_FbG{DIgEaEgF`CqCSeCzI}T^eEu@aCkH{CkAwExIgTnCo@bEr@zCeEnGiAd@sE_DaFrB}BhBTnHjKxB_A~AwEdDxAJzEbD~CaExDuAf`@rFvIxFj@rLyCrBl@tAhSOzBcChDdAlKbOnCzAjAxBvEfFqL|A_@pBjAb@vCnF\hBzCKjH{L`H}@bEeErD~@jDdDzF[rB_CzAnCt@gHlDo@dJjBhHzEhFXjLnGkAnFwD`DnCtAMLiBoBsB?iCmAiBh@cB|CA|MiEvOs@dLvBfKzGxErHbCnAFxIdAlBjFeBz@mBIeFnCk@xAzOnAzA|BNrB}EcAkFTkGi@ySvRWx@t@VdFbEjAfHiCfDkMbIuCrQnL`@lDdElAnCbEI~ExD`GOxEkClFj@rJiG|DoFiBwEtHpDvHu@~EuBfC_D`AyPe@}CeFmFHgEcBaDqLqN}@cJhLkFrTFjFeDrBkFxPyBzA{@_@v@oHc@iAwACeChCeDdZcB?_AoCS_KbAoJqByCqCrEDdOgB~FeA^kD{DHaEzCsIY_AgBC_EnGmCzOkBuCxBoKsCAuCdI?xE{AdFZrD~ChFvHxDzHlIdO`AvR{ErOjBb@~CxGNChA_DRg@rAbHfHb@|Bk@|F`DtE{@nFqFu@qBbCrD`HoCJl@bCyA`AAlAnD|Bp@bHvC`CbBfEnFlDvFdAhJmAtAh@jBpEpEw@tBtDxB^xG_CvAr@RlB`EpA|B{@|AyEqFqFJ{EdCiDbHgB^{EcG_CqDv@oCoB_CnBwBaCuCM}@|@p@xB_AvFqHhBeHyDb@iEqC_CVeDs@oDt@eAzIjCrE?zBg@\oCbDCLoE_CmCyHOoU}Hg@mC}CmByCTw@`EgCe@cFaKgFaE`@kA~COTiAeDiAeCd@y@iDuOcBkRzEiPuAkGyHeGcCsEgHSwDtAaEbAqLaZcIo@yBV_IqB~@cB~Gu@a@UoF}@_@_^aG{MT{EyMwBaBuB~@]nCvHtPuMlC}@|AdAj@lM_AiOxCjObA`@nDhClEwCnDbAfCzBfA{C^d@~B{Cq@eCj@wGlGkB|LJ~UmKxQaAhEwFpC}GQbEqAg@kAiIrAaD_DPcCfBs@a@mJeBq@_Cl@wCzBmCuGzFkL{G_VnBuAtDzBd@gAaFuKuOsGuEaIPiF~I_IkDcE`CkBoAcLd@uFoBkC,2,,
57,2,Arise,20020.1,3135,3154,253.0,VirtualRide,4238075889,zwift-activity-668132335371260160.fit,4533852435.0,2020-10-24T16:20:02Z,2020-10-24T18:20:02Z,(GMT+01:00) Europe/Amsterdam,7200.0,"[53.989617, -1.544593]","[53.997485, -1.546401]",,,The Netherlands,53.989617,-1.546401,17,12,0,1,0,False,False,False,False,followers_only,False,b8041198,False,4533852435,6.386,12.0,89.5,201.8,214.0,632.5,True,True,149.2,172.0,False,True,568.0,133.0,102.8,5,1,False,59.0,4591892,1,a4238075889,azohIvtlHs@o@Ss@mA}MO[WCgOrEqErD}AdBE\Ft@jBnI~@~BAd@]XaBh@sAJSIw@o@u@cAw@qAgAyCSSUH}DzCuAn@_JrBYTAh@TrFLnALl@Tb@v@dArAhAZf@fAnGxAfF|BlFfG|LrApDtA|FpA~IHNJ@dHqDjBmAf@gANq@N{AC_BJ_@Z]hCkALQBMIeA_@kCeG{]oDeKk@uBKcADyAC]KUMKyC|@}@FWIkAiAq@cAq@kAg@{A[o@KIWJcE`DuDlAgGrAIR@lATzEH|@Jd@NZl@x@~BfCNd@p@tEpB|Gz@pBzAbD|D~H|@jBNn@n@~AZjAx@vDbAhHPl@HBvH{DxAcAn@aBJm@JmAAaBHYNQp@_@hBw@Ha@Ci@a@{CqGy^oDiKa@wAKkAD{AE_@MQQCyBt@kALc@Ie@a@wAkBy@gBq@mBSM{FdEwEnA_Ev@KHCPRpFRdCLZ`AzAvAnA`@l@|@xFvBnH|CvG~D`Iv@jBnAzD`A`FdAfHHJJ@dD_B`Ao@vC_Bb@m@Z}@Je@JoAAwAFi@T[|B_A\[DQE{@]kCcGk]S{@kEmMMqAD_BGa@MQQAgCz@_AFe@Mk@i@}@oAk@_AmAaDIMMAoFxDuErAgE~@OJCZVhGHhAJ`@Rb@nA`B~@t@X^T|@h@xDbArD|@rCpDxHxAlCpCnGn@nB`AbEtAjJFTXB~A_AdCkAbDuBRa@d@mBF_A@iBDOPW\WzBcAFIDa@]aDo@wDeBkJyB{M_EiL_@yAGeADgACc@MYQEeCv@}@J_@E}@w@}@kAk@cAgAuCSQK?cDdCy@h@yC~@uGzAKRHbDTrDHl@n@hAdChCNTbAhGlBrGhEdJ`DpGnA|C~@dDv@`Ex@zFNj@LBtEaCXUf@QnBqAb@y@\mAL_BCkAJm@XYlCiAHOBWk@sEcGi]q@{B}AkEkAsDIy@@}BI]OKQ@wAj@}ARm@IaAcAy@kAi@cAaAmCMK]HoDnCw@d@aCr@oGvAONC^HzB\bFTj@v@hAhAdAl@t@Nf@p@pErBdH|@jBRn@bAhBL`@|DdI|AvDnAbFr@bEh@zDN`@TAjEcCpDoBh@iAVaALyAAiAHo@l@i@zAi@b@WH[GaAi@sDwFa\o@}BiB}EkAuDE_ABgBG_@OQS?}@^_Cb@i@Ow@w@mAeB_B}DUO_BbA]\oB|A,2,,
58,2,Middagloop,5500.0,1539,1539,10.9,Run,4228889810,garmin_push_5712772737,4524172043.0,2020-10-22T14:35:15Z,2020-10-22T16:35:15Z,(GMT+01:00) Europe/Berlin,7200.0,"[52.935035, 7.273081]","[52.935406, 7.275547]",,,The Netherlands,52.935035,7.275547,0,10,0,1,0,False,False,False,False,followers_only,False,g5391684,False,4524172043,3.574,6.8,82.4,,,,,True,152.9,174.0,False,True,,14.2,5.3,0,0,False,33.0,4591892,1,a4228889810,}zabIwokk@@JOR?HHL@HCJHF@NH\CFHVGJDFGBAD?LLBBTGDb@lB@RC\ENQ\a@f@GX_@bAqAtBW^MTUXKTIFE@k@g@KMUi@i@o@e@_Ac@eAKc@?MQk@Km@MY_AcBQMMCC?MVOd@Q~@Y`AOp@M|@M\IHeB|@aBj@{@b@}@Z]R_Bj@kClA}@l@_B~@k@j@k@ZwArAgBxA[^o@`@YHeA@[GsAE{@MUB_EbAgAj@k@R[Rm@ROLa@PqBf@UN{Bp@w@\w@R}Ar@UD[LUBQEEGISo@cDoAuIKw@[}Ae@_EM}@ESEIIe@M_@KuAIu@Qu@@IHGFIpCFRCV@d@Gz@Q?FrCaAp@]xImHtDyEb@WNWHGT[^QVi@X]dAy@PKPEPMzAyAv@m@v@cA~AmAz@aAl@e@z@}@jBaBhAo@v@[nBi@bA]rBi@TMz@]|Ac@r@Wj@O|@_@l@OfA_@XEj@U~@YVMXIJ?`A_@fAKhAYhBYLKt@]|AaA|@[ZGrCk@p@C\IJ@FDJRHd@Fz@?TCHHxABhAC`ACT@tCAv@FfB?|@ATFr@ATCF[HoBLa@La@TqA~@YZgBxAw@h@]`@MV,2,0.0,
59,2,Avondactiviteit,2579.7,3661,3661,0.0,IceSkate,4225355602,garmin_push_5709119231,4520433487.0,2020-10-21T16:47:15Z,2020-10-21T18:47:15Z,(GMT+01:00) Europe/Amsterdam,7200.0,[],[],,,The Netherlands,,,0,8,0,1,0,True,False,False,False,followers_only,False,,False,4520433487,0.705,4.5,62.8,,,,,True,128.7,166.0,False,True,,,,0,0,False,22.0,4591892,1,a4225355602,,2,,
60,2,Zwift Academy Road: Workout 1 | Aerobic Power,31078.2,3631,3631,505.0,VirtualRide,4220736073,zwift-activity-665216023132743264.fit,4515531258.0,2020-10-20T15:42:23Z,2020-10-20T17:42:23Z,(GMT+01:00) Europe/Amsterdam,7200.0,"[47.215553, 11.417922]","[47.258167, 11.396984]",,,The Netherlands,47.215553,11.396984,12,12,0,1,0,False,False,False,False,followers_only,False,b8041198,False,4515531258,8.559,25.6,92.0,201.4,225.0,731.2,True,True,145.2,187.0,False,True,431.0,695.8,278.8,10,1,False,58.0,4591892,1,a4220736073,exd_H_audAcJt@gDbA{BxAmI|HgCjBoAdCeEl@qDtE{DzCmIhOaBvAsBj@_DRuBEsCg@c@Hw@hAsDzIg@hCaAfIYdAi@n@}Br@eCD}CtCcDbA_BDoFuAc@TcDpFkEjFkD|Bu@RyBaAqCDgB}@uDm@][eA{Bc@SsBBc@WQs@ByDM{@uAgCgBgByCaBsDqCyGkDwCK}Cl@c@\cAfCwBbB_B?oBoAaAaB[wAwCuUwAgHu@_Ia@uA[Wy@[y@HePdEyG|Di@lAEdAz@rOlDpi@f@~ExBrJI~@qAfAuDvAkDp@aCAs@l@eCxDyA~@sJhBuHE{L~DqKbCQTCx@X|D\`AeCjEGd@ErC}CxDqGbL_@XKm@HmDe@cFc@sBo@o@gDkA{@uAgCyFk@o@y@_@gBF_@QDwAd@cCpB}Bb@iA?k@]oA{BsCaMmHyAiA}@kAkBwEeEkHaAuCkEwOi@oD?yAf@InEzClTxa@jEzFzG`GlDfBdYpB\e@?{@oB{RD_AdDiA`AK~CtAx@Sd@_C~@gMpBwAxAmCjBgEzA}FdEn@h@a@B{Bc@sHPeAxHwClHkEtEiFx@mB|AMvGsDlQuEfAmALsAu@kI\oGEyBiA}I_B}GyA{L}B}XMuE@_FJoCXqB~A{DRcA@wCSqFFe@VGV\`@~D~A|Gl@l@v@[NgA]gHt@mGbA{Ez@yB\_@bAUn@{AJaA[yPS{BkAkGg@kENcBx@gC~AoD\]fBI~Dx@rBr@xBbBz@jAx@|BxCbNnAlEz@~AlA`A~FvBjBpAzCnCrAxB~@`AvMjFzCvBhH|FPf@M~BPVb@EhCwAt@CzCvBlEh@zQzFdGlEpK~BdBArE{AnCOlC\bDrApAp@bDxChAnAhBxCbCdGfEbPlA`CzAjBjCnB~CjApRhDbFpDlA`BFb@e@|Aw@z@uG`AwDPgEtAqKlJ_D~BgA|BUPwDb@{D~EcC`BcAfAeHtMiBnBeCr@eCPaC?eDk@g@R{@xA{CjHq@`DcAtIc@lA[V_Cr@cCBeD|C_D|@iBDiDiAgAEoDtFmDnEoAjA{ChB]ByBaAsCDeAq@wDo@aAo@i@yA]a@{CI_@e@Iw@BsDOu@qA_CcBcByDyBqCuBmGiDgCWwDl@c@VcAfCsBfByAJqAm@_BiBo@{B{CsVyAeHc@sFi@}BiBw@oIfBsF`BmGlDq@~@Sx@v@fP~@xKxBv_@h@~DnB`JOt@s@n@aCfA}Bl@,2,,
61,2,Middagloop,10913.7,3754,3970,13.0,Run,4216635886,garmin_push_5699818893,4511189158.0,2020-10-19T15:59:40Z,2020-10-19T17:59:40Z,(GMT+01:00) Europe/Amsterdam,7200.0,"[53.218656, 6.574348]","[53.218348, 6.573325]",,,The Netherlands,53.218656,6.573325,2,19,0,1,0,False,False,False,False,followers_only,False,g5391684,False,4511189158,2.907,7.5,78.9,,,,,True,143.2,160.0,False,True,,7.4,-1.3,0,0,False,44.0,4591892,1,a4216635886,_xxcIwecg@Xe@NCZb@n@h@pAtCn@r@`@jBn@xA^rARb@F`@`@dAR`@Tx@PbADj@Vv@Jz@Jb@ARHZFr@TfAv@jGFv@?hAFlCGtBLdBDbBVt@B\CpAUxAi@lAIj@QL]nAIbAQh@CpAOdAAx@e@dBy@fA]RY\u@^ONITIz@[v@eAf@QPcAf@}Bj@GN@p@Jd@ZVTl@NvB`@~ATvALz@?l@VtBKl@v@j@NTJb@Zp@\nAd@rBb@bDVIVB`@Xx@PLJJRPf@ZjBRf@h@rCLtBd@~BRhBJb@ND`@Yb@aAVIZ_@RRX@`BkAtAYTSTErA?\Rd@D^r@r@pBXh@JDZEn@[R?JMNGr@PjAKbAYR`@n@tCBl@f@fDPv@t@rBjA|Bh@~Cf@xBJVfC`CbBz@TKb@eAXc@XUHDf@f@pAn@f@`@@\IdABb@hBp@r@b@P\JDJd@VzBJbB@f@GzBBlA~A~@ZHjEG|Bb@pBs@LKLUd@yAPwAFkBCgAm@iGm@qEq@_Cy@yBIEuAx@iB~Ae@V[^KRIl@CrC?z@NdCbAhG\rA\|@b@l@p@f@|@PZAn@Ul@a@N[Xk@Lw@L{ABeAAu@QaCsAmJc@}A_AwBq@Va@\w@`@c@b@wA~@Oh@I~@B|DBl@Lr@w@mBKq@W{@_@}@s@cAWo@k@eBK_AYoAGIy@NY^uCdBU\a@Rk@rAi@~@SAqAa@u@_@{AqASYa@oAc@mCg@}Au@kAg@gAMg@Y{COi@]aCM]Eu@OiAgARgCFe@LeAn@c@[m@sAs@oBc@Gc@SmA?g@XoAVg@Xm@h@u@f@SF]b@e@V_@d@[HIOo@eD]uCm@uCSgBAc@K_@SaBOo@i@OS@YQiAVOEUoBSo@Kq@c@eAGW?WScBKi@k@qA[Qe@eECYIMGWMoAGWBe@Gm@[yASe@KOUEMOKaA?QFQx@]^C~D{@T_@^sBdAU|@a@pAqAd@_A\sB\wAt@sFVqAb@gDLaDEe@GsBBaAI{@G}BDyA@gC]aC_@}@QkAQk@KqB]cCM[Eg@YaAoAiDYwAKiAWo@Go@S[[Se@k@[e@c@oAUc@Cc@e@o@q@o@MEa@FY^Qn@,2,0.0,
