,resource_state,name,distance,moving_time,elapsed_time,total_elevation_gain,type,workout_type,id,external_id,upload_id,start_date,start_date_local,timezone,utc_offset,start_latlng,end_latlng,location_city,location_state,location_country,start_latitude,start_longitude,achievement_count,kudos_count,comment_count,athlete_count,photo_count,trainer,commute,manual,private,visibility,flagged,gear_id,from_accepted_tag,upload_id_str,average_speed,max_speed,average_temp,average_watts,kilojoules,device_watts,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,pr_count,total_photo_count,has_kudoed,suffer_score,athlete.id,athlete.resource_state,map.id,map.summary_polyline,map.resource_state,average_cadence,weighted_average_watts,max_watts
38,2,Afternoon 1X,11305.9,3437,3665,3.9,Rowing,,5527645569,garmin_push_7019376968,5883248397,2021-06-25T15:16:35Z,2021-06-25T17:16:35Z,(GMT+01:00) Europe/Amsterdam,7200.0,"[53.201456, 6.563679]","[53.201448, 6.563752]",,,The Netherlands,53.201456,6.563752,9,13,0,1,0,False,False,False,False,followers_only,False,,False,5883248397,3.289,4.4,,,,,True,150.0,165.0,False,True,2.2,-1.7,2,0,False,68.0,4591892,1,a5527645569,a|ucI}}`g@b@C`B@j@D~AZ^PDAf@^hAd@VVTLpBx@v@Vl@LnBVB@FR^BxAZp@PrBLn@?dBIfBO~Cm@hCiAbAk@XCBGRQZIp@]xGaE`CqAzD_CtC}AjDyBn@g@l@m@hB{BnDsFdC_F~A_E|@kCbDmKtA_EtAuDl@eAhAcBnBmCdGmHnCuDtBaCpEyFzByCrDkEx@kAdEoFPOlJiLdDwDp@s@r@k@n@]jAi@hBo@l@Qv@MtBM|Ck@rAg@jCoAXGrAMx@QdEmAx@[`DsA|Bw@pJwDbH{C|BwApAeAvEcFjAeAxAiAhBeBp@m@^wA_J|H{HlHk@d@w@h@oBbAyAl@gBf@{GtC}Ah@}CjAcDrA_Bt@y@V{@\_Af@yBp@OHUEg@FiA^sCj@iANuBL}@Lk@Jq@RkCtA}@j@oBbBe@f@sCxDgC|CiDnEuChDsClDu@bAiBpBuBjCaBvBwAfB}@nAcHpIqDzEuA~A}@nAq@hAg@`Aa@z@mB|EiA`DiBnGyA~DuAjEe@bAmBjD_DxEsB|BeDrC{@n@yAz@oAn@}CpBwAv@iFnDcBz@iA`@g@TSNSJi@j@OJcBp@o@Z{@N}ATiCTsAB_BCaAMkCs@WEU?CEGBIAgA[wCqAeEuBs@WgBWaBKk@Do@P,2,59.5,,
39,2,Afternoon Ride,39109.7,5031,5887,43.0,Ride,10.0,5522280213,garmin_push_7013714683,5877638822,2021-06-24T14:01:00Z,2021-06-24T16:01:00Z,(GMT+01:00) Europe/Amsterdam,7200.0,"[53.218991, 6.574839]","[53.218831, 6.574894]",,,The Netherlands,53.218991,6.574894,18,14,0,1,0,False,False,False,False,followers_only,False,b8041198,False,5877638822,7.774,13.0,18.0,124.6,626.8,False,True,137.8,163.0,False,True,8.8,-0.6,0,0,False,50.0,4591892,1,a5522280213,coycIkicg@YiAg@XkGdKiGrOgDdJ_DbHOXWHkImVa@SUHiClD]@yBmGaD{H[Wo@j@}@vAKGy@fB{DzFcArAK?oLg\kAqC[a@aImGUc@gByAg@P]c@YwHSyAg@k@m@uA_AwDUyDLsHsBeGPs@x@yADg@}E}LkDmH@]`@}@xJoR?[IWyBm@_@o@aNqy@sNw}@wEgXmJcm@lA}@`HgDhLiJxBoA?SaDqToGee@Q]c@MoCtAy@Ega@gw@w@BmDjAwCvBmF~@}Fj@mHLqMhBqMz@yCv@oB|@[CoXai@WMuCZ{AC_Aw@oDyHeA@mCM_DWg@Wy[ip@YWYF}EbJiClCwAbCsDfAuFw@]HoBjDe@ZsMdFoFhDmLfMcH`@u@l@wAdCeEzBu@YqH_LW[WEkBhEc@jBc@xFcAhD}@`GeHli@W~C@fBn@vHMfDz@pGJrCArDa@tLIbRRJvFiDnEwC`D{ClMgI\A\VnCpDzA~@n@fAx@~CVb@bEjD|CnBtG~FxDhC`EhF~BhFNl@j@rHZdKbAbLh@hDLbBRxCJhFv@xEz@bDXpDVbAp@fAR`AT|KnApQlAlG`BvD^bCN~CUfJkGx@lFs@RDHREf@i@lAWR{FlAYJOd@u@xq@K`@KBaBA[NMl@gDttCVr@xAx@Hf@iAzv@CtJcFbyAy@zM}@~E}@nHApKBPdHmDhBUlALjBp@fMlFtA?`McCl@|d@RzFt@dKBrCMxBoBfN_@jEExB`AxQzBlX|BdLXdAl@fAz@f@\BvEQ\NrApBzEpJlApAdAb@XEP[`B}L^sARe@zDaEv@kAdAwC\oBIyCLq@zB}C`EaHdMyOzD_HhDcIlAyAjJyIjFgJXOfDpAfAzAlBxDj@f@`LqAh@[Xe@\uAnAuIVaAn@}@rB}@jBqC^}@vf@cbCFg@Y{@Ak@b@k@j@aBvAeGlDoQDu@`AaETkBj@aBdMgn@b@yD?}Bs@sBmAuAaDcB[?eApB}@x@eA\UGqAuJ@c@YuBIaCNwA|CgI^}B\c@RJ`AbBpFtKvAfBbCtBh@Tv@Mh@s@~L}l@`@sAXqFU}G?mCPeCZcCp@kCdCcHjB_EjCuEhBeBzFwC`C_BfAeBzFuO`@y@vC{DRCz@rBvAsAnAPHnAx@hCTzAR^|@n@j@[fCwCvPuNL@~@rEPJ|FmELPr@zDn@zAR~@hVxlAr@vFh@fF,2,,,
40,2,Night Run,5918.0,1829,1832,8.4,Run,0.0,5518523292,garmin_push_7009766600,5873737644,2021-06-23T19:39:37Z,2021-06-23T21:39:37Z,(GMT+01:00) Europe/Amsterdam,7200.0,"[53.219082, 6.57571]","[53.216997, 6.578672]",,,The Netherlands,53.219082,6.578672,1,10,0,1,0,False,False,False,False,followers_only,False,g5391684,False,5873737644,3.236,5.4,,,,,True,159.4,173.0,False,True,2.4,-1.3,1,0,False,48.0,4591892,1,a5518523292,m`ycIwvcg@VU`@IDCJKNYLKNEFICi@Ki@?SWw@]mB?w@[g@U}@s@gDI[c@}BiAqESqAk@kBcA}Fo@iCKw@{@eEa@iBQeAe@oBGa@Og@Ou@YsBIYEe@kAmGg@gBKi@g@gAM_@[qA]iBMSI@IDwCnCo@t@UPK@KOa@iB_@oBIKOD_@XGJi@XSRKBKIGMe@gAIMKEi@J[?i@JE?MOEAe@P_@Ry@p@CLGHKCWc@[a@]y@ESG[?_@HqBJcAPoANc@BS?{@Io@Ny@C_@?IJYJSRcAJa@t@eBPm@f@_ARYPe@\cATmAlAgDb@}@PWJGDBFNF^LhC?t@_@|IK|@Mv@q@`C{@lBILKFe@JQHGXBNBDL@DAHKv@oBt@yBNk@TaAPeANkCBq@LcAFeB?eBEkBCg@BBGKICo@`@ONk@lAc@xA@REd@ELEDIXILMb@Yh@IVOZETQ\I`@m@hAk@nCUf@GVOz@?T@f@Ld@@bAg@tBMzAAnBLt@l@lAl@|AR|@R\Z\LPPf@RFp@g@b@UJMPMT[RQzEsDD?JN|@jDBDHDPKlAaAbC_BJAHF\fAd@|BVp@Xd@VbAp@rD`A`ENvAf@pBTpAd@nBjAvG~ApHP~@j@zBNtALl@f@pBFb@ZpALt@p@jCb@zBPhAl@tB@XATBVEt@Bf@D^Zt@DV,2,80.9,,
41,2,Evening 1X,12623.4,4039,4133,2.1,Rowing,,5512809984,garmin_push_7003783577,5867795376,2021-06-22T17:31:12Z,2021-06-22T19:31:12Z,(GMT+01:00) Europe/Amsterdam,7200.0,"[53.201216, 6.56364]","[53.201225, 6.56383]",,,The Netherlands,53.201216,6.56383,6,26,0,1,0,False,False,False,False,followers_only,False,,False,5867795376,3.125,4.3,,,,,True,152.1,174.0,False,True,2.2,0.1,2,1,False,86.0,4591892,1,a5512809984,qzucIw}`g@X@PBdAFvATZH`AZzAx@bEfBfB`@r@HJEJNRB\Lz@Th@HfCPd@@~@ErAQT?`AK~@OhAWv@]rCwAPENB?GHMb@Yh@WjCqBlBeA`CeAzF_DvA{@vBwA|A_AlAgAtCkDr@_Ax@qAxAiCnA_DjAiCvBwGbAwDhDyKd@gAh@iAnAoB`CgDrCgD~AcBnFgHpHmJtDoEfBiBr@y@nIiKjAsAr@aAd@e@xBeCvBqC|@{@dAs@|@c@lAc@fA[xBa@bEMh@G\Kh@Wd@_@b@Wf@MVUxAYvAg@bAUvC{@dA_@`CaAlC}@vB{@vEcBnBy@x@a@hBs@n@]|AiAfA_AdBmBfAcAh@g@fAy@pFgFbFoEtCoCj@g@fD{C`BuApCqC`GuFs@@mAx@aBtAgEzDiBhBgDtC}FtFgA`AyElE_B`BeIpHiB|Ay@f@gAj@iBp@wAl@eCv@gA`@{D`B}Bx@aC~@aJvDqBp@Q@CFI?cE`AgBL_AJoBLs@Jo@NeBx@w@d@k@b@s@p@sBxAo@p@kIrKsG~HgCdD{HnJuAlB{BjCmG`IaCvCuBpCoBvCy@vAcArB]x@gB~EuBhHiAzCcAvCcAfCcBhDeBvCmAdBu@z@_AdAcA|@uAhAo@d@{BtAmAp@eC`BmA|@aF`Dc@Vq@Xw@b@kBt@QNIPM?CDMD{A~@u@Xu@TyB^y@JkAHwAF_BAYCi@OoAS_Bc@SAIBAEeAW{CkA{Ao@i@WkAc@e@SeBg@kAKe@?m@F,2,60.7,,
42,2,Lunch Ride,100379.0,14131,17847,111.0,Ride,10.0,5496216548,garmin_push_6986117309,5850484116,2021-06-19T10:56:49Z,2021-06-19T12:56:49Z,(GMT+01:00) Europe/Amsterdam,7200.0,"[53.218962, 6.574717]","[53.21881, 6.574861]",,,The Netherlands,53.218962,6.574861,19,35,0,1,0,False,False,False,False,followers_only,False,b8041198,False,5850484116,7.103,9.9,21.0,96.7,1367.2,False,True,115.9,142.0,False,True,4.6,-13.4,1,0,False,47.0,4591892,1,a5496216548,ywxcIcccg@x@j@jAwA~DxK~DoDpBnErBzKf@h@fNsFhQxqA`Y|zA~DtJrDlQfAjBnD\hApGz@bAtU[rEgAxDfh@jw@iWjCwDzDgNfE_IvI}IlE{BTfBpCU~Bfy@nDp`@vGl\bXoRlIeAjUaUzU{ChVnGtEsFxFoDnDxAtCwA~o@nGlDg@zCkHdCiBnb@d@zr@|WdQtAdAqAdHTrCzNEjP~Ife@f\~`@vFnMzDxNlXraCtc@}B`{@ud@|Snq@jDfKhVl\rCvAJ`ElBnAj^~f@jl@rUlPnC`VqC~FiF|E|c@jHgEdFEdOpLhI`PxDjExGfStJvO`C`WdLbNtSoChf@pWvPf^|Fz^~BdRvwAztAqHd]q^`xAaR`z@h@|C`e@lc@|Kp_@|TeUza@v}ArdCurBnFuAlsA~pAhh@p]n_@d_@hChJ|Ijo@hTeDrDfAnFfIdVyc@`CsHr@AxIm[vBHh@{@R}CWr@sAe@mHbWKv@x@xAIlB\TKmCiAaAwBnI~MfV_G`LqH`B[|Ia@bA]O|A`ACfAt@dAArEz@U~IbDJpKf@lBYbNg@Vm@wGmD}GsFoHmFiBuNmX}@y@uaDlbGcA`By@?c@xCmTja@y@xBaC`]r@nAcFtt@a@fOL|NnAvIo@xI~@t}@bAxDw@U{D|LyDbGuUlSam@haA}PbP{XrXcHpEkXdWaAYoXbWiDnBgt@vq@iSnFaPvJ_I|G}n@llA{B|@u@nEwM~VeMtReDTcMgViCmDwFqDiEoIoMg]sQol@ssAyfEaWys@x@wF_DmL{L{_@uL}g@w_@qw@kUix@}Hai@wCmJe@wDtU{zAeTqK[}@lA_m@tEyy@sDqq@mDa@mi@bKkC]cAwU{@cE_JgD|Di`As@iDsDuEiAeW_wAmL[_JnCaU{Ayg@_DgM{@eJ_GwPy`@evAqJaKqAyDqAgSsMceAwAaDL_DyD_\`@}AeEsd@?wOo@wIxA_MwIgC{@eJyKqLsBiDqDuKuLkd@cL_x@wu@_j@s@f@aH|VsFoEyGqBwEE_GmC{S{W}BwFmEqCoJcToDgmA}@uEuNuJaFgAwIkUsWoVqSsNqMXwG`CcVkEmIS_AuVe@iBfAyMt@}F_Dsf@B{FtLe@gFk\oDgIuFucAoBwKeCed@q@i@}CfAsJYcJ~@gAsAcAcGgD_@iAkAuBaKw@gO{@_CuEmFyTqjAuS_zAqN~EyBmL}BeFwD|CqDwJqBeBu@d@,2,,,
43,2,Morning 1X,11443.5,3933,3979,3.9,Rowing,,5489121739,garmin_push_6978591857,5843081556,2021-06-18T06:54:41Z,2021-06-18T08:54:41Z,(GMT+01:00) Europe/Amsterdam,7200.0,"[53.200936, 6.563674]","[53.20121, 6.563923]",,,The Netherlands,53.200936,6.563923,5,10,0,1,0,False,False,False,False,followers_only,False,,False,5843081556,2.91,3.9,,,,,True,139.0,158.0,False,True,2.2,-1.7,2,0,False,39.0,4591892,1,a5489121739,yxucI}}`g@f@?v@JfAV`AVl@`@dAh@zAl@\VnAj@~AVl@DF??HPATDzAd@n@Lt@HjA@hACnDSv@OzCy@fAi@jAu@FAL@NWj@a@`DaB`H_ErCwA|G_E|@q@v@q@tA{AtAeB`AuAbBiC|AkCdAoC`D_Jz@kCp@cCj@cB`AsDz@iBZc@|@kAl@}@f@g@lAmBdAiApAaBd@q@lByBr@}@vAyB`CuCTUzIkLrBgCNWnAsA^m@~@gAT_@vAaBfB_CxFeHb@o@n@s@b@k@b@c@vAmAx@i@bAk@lAa@hA[pCUx@Qj@Er@KtA[hBk@PMVCf@QPCfAEfCi@`DsAlBq@fAe@fA]jB{@hC}@zD{Al@Q|CsAjAm@f@[tCyBvFwFxAcBt@u@hGeFz@}@?Gc@?SDYJOLAEDED@@E@BA@ACoAbAkAdAkEbEoBbBaBzAoApAcDhCaCrAqAf@_A\gAXs@ZuAr@}Al@cAZ_DnAoC`A_Bp@kDpAsBdAo@Tg@HKHO@a@JwDn@qBXeABqAPu@Nw@ViAd@iAn@i@`@iAjA{ApAcAfAYb@YXgCrDoBzBw@bAcAfA}@jAiD`EkCfDaBnB{@jAcAhAU\eBxBw@vAYb@{A`BoAbBwBbC]\g@n@c@r@m@v@u@t@e@p@q@r@i@v@i@|@wAtCkBpE_@fAyAfGuAnEYdAs@hB{AtCSb@c@n@}@fBkAjBcAlAo@`Ak@h@Y^YX}ApA{DpCgB~@oBhA]Xo@\sA~@uAjA}BxAgAf@u@Po@T{@j@EBK?u@j@s@Z_@JwAp@gATqAP_@DOAQD{@?{@D{@CqBQuA_@g@Gk@QIFC?AAAKM@AAe@I[Qi@QSB[C}@_@o@QwC}AiAa@gA[]OcBMU?,2,60.2,,
44,2,Afternoon Ride,27464.9,3810,4451,36.0,Ride,10.0,5486659144,garmin_push_6976045972,5840507952,2021-06-17T15:51:54Z,2021-06-17T17:51:54Z,(GMT+01:00) Europe/Amsterdam,7200.0,"[53.218964, 6.574898]","[53.218822, 6.574953]",,,The Netherlands,53.218964,6.574953,16,8,0,1,0,False,False,False,False,followers_only,False,b8041198,False,5840507952,7.209,10.1,28.0,105.3,401.2,False,False,,,False,False,-0.2,-11.8,0,0,False,31.0,4591892,1,a5486659144,amycI}mcg@s@\gApAW@S_@Su@CQZ}ABk@GeAOe@QYe@[c@GQSi@sCECeCFiAXkAl@uAdAoCpC}@|AkAlCaAdDkAfGGPyErIYb@SLQIYg@eIyUe@iAIQICqAlBI@MZ_@h@s@Ve@x@w@bAk@RkAbBKFQIy@}BaC{FUB}D`GONOf@]h@sAbBKRIh@f@sAjBeCJ]WaAoBmF}@{Ac@_@CYNqA|B}Kz@oCh@m@j@E|AqBTFRf@NJLGl@u@DYQ_A?g@N_@|@mAHe@[kAAUBSxAyBxDcF~@yABk@CSqAiFAi@RYvCcCULSmAZUFFTv@FC~AsAD]i@}B@a@tFqFVm@RiAAKY]a@wBw@yBEe@Bg@Le@P]jFqGn@g@L[FsANwAb@_C@}@OuAHgAXw@`@aBtBcFhBoFpCuG@QMuAwL}q@Us@Gu@oAuHsDiSgEkV}V{vAs@sDMEqBfAu@n@UFIISB_@VSv@QTeCjBgClAsEfB}KdDeCz@sAr@eOjJwIbHmBtA}BlAqGtCmOdGsBn@kFt@qHzAw@XO^Mj@S^uBXkPpEaA\UZId@kCfuAK`@[JcIm@YNM`@[pn@_@~e@Qx@SZUJs@HSn@D\vGzI~QlSbAjAXr@LNTFXRxB~BvJdLjEvEpA`BpMzN`WnUxChCnDjEdDvE?Hs@xB{BfGI~@b@vG|@`GPxBI`@UDU[]s@s@_Aw@[aBPiBKaQuBg@WkUoSiAUc@?{@XyBpAqAfA_AfBmApCy@pCc@`@_E`AeGdAqEfAgOxCgBd@uUpEK^@pBdAdh@I^aAx@K`@RdQKnAF`DUv@D|FIjBHxGCf@Bd@^nAFp@ZV@HdApN?nBTnChA~Qp@xIAj@qA|LKxA?j@FP`@`@JF`DsAjSqFrAS|ACZItEiCpQgMr@a@v@UDOAa@LM?[ZYFURiFLgA`@uA~@qBfAmBlA_BjBoB`A{AtAeC|A{Bp@w@h@[dBQZS`@o@jCuFTYf@a@H_@GeDPaAHsBHe@\g@vHyCfP}HlQ_HlEiAjDq@PHFRh@KPg@FkGCsAGMSE}@^YCQ]?SjCqSr@mIP}@l@yAbDcEVs@jH}^p@sClDyPf@wBJkA@e@rBkKn@wBl@sAPUj@KVU`AwAXCNZvJbYlB|FVAX]nBuCV?PXxI`WXxAlJlXNXH?PW~@uBrGyPfGiOfAyBxAaCdBmCxAkB,2,,,
45,2,Night Run,6019.5,1845,1845,11.5,Run,0.0,5476017378,garmin_push_6964894381,5829438518,2021-06-15T19:03:30Z,2021-06-15T21:03:30Z,(GMT+01:00) Europe/Amsterdam,7200.0,"[53.21881, 6.574487]","[53.216543, 6.574419]",,,The Netherlands,53.21881,6.574419,7,11,0,1,0,False,False,False,False,followers_only,False,g5391684,False,5829438518,3.263,5.8,,,,,True,162.1,182.0,False,True,7.1,1.4,1,0,False,55.0,4591892,1,a5476017378,ujycIcvbg@k@LULUHWTk@R[NYXaAhAQVeAhAa@`@s@f@e@h@K`@Id@GhAIj@Kl@M^]nBOf@Oz@Ol@WvCKvAKt@Mf@ARBXh@zATz@NXf@pCN@Qb@D\Nf@D\j@|AJ`@Lh@Db@H`@TdBn@rD`@jANbBl@hCRhA^rADf@f@xCJXRd@Nn@Vd@HTPRLb@J|@DfAATEPEDSDy@@gACOFq@\k@`@e@Ni@Ba@Co@FW?wAXa@@EDq@Fc@?q@KUMa@}@MUKGQE_Ac@OEG@i@VK@WCy@W]QKKeA{AQa@CO]_AOo@Cy@_@gB[kBC]?y@KUI]?iAASIQi@k@a@U[[[KUBwAn@QTOj@WpAEd@Dj@FT`@jAZl@NPR^j@x@R`@`@j@`@`AVTH@RCHFLn@L|EJr@F|@Jb@Lb@PNXHTEJEVGLGn@M`AWx@ERFTT^T\p@x@bAFX?TEd@BRNVv@`Ah@Vh@JXJp@FdBLn@?XKxA_@xAe@l@e@`@a@jAoB^eAPu@Fi@@k@Le@Ji@J_@T_@J[DS?]IsA?]Ho@Lm@b@cA\i@n@kAbA_Ct@aAf@]t@Q`@?j@IH@XJlAHTCNIZG^Cn@Bn@AXBb@LRAJG^u@JMNIT@ZQf@u@Pc@Ty@@_@DWpAyCBQ@s@Do@h@sB\o@B[VgAJkAJi@Da@CaBBcAA_@FoBFe@@_@A{@B[AQIYa@aGSg@I]GKMq@S]KWKw@Cq@BGAIBe@Eu@[gAQQQg@Is@Ie@Sk@Go@S[GUIQMMAg@Qc@SOa@mAUOOS]eB]eAEEAIQa@[sAQGOg@KOo@m@MEG@UJIJ,2,81.1,,
46,2,Lunch Ride,41065.2,5534,5626,64.0,Ride,10.0,5462690717,garmin_push_6950784839,5815580664,2021-06-13T10:42:20Z,2021-06-13T12:42:20Z,(GMT+01:00) Europe/Amsterdam,7200.0,"[53.218905, 6.574456]","[53.218901, 6.574876]",,,The Netherlands,53.218905,6.574876,24,17,0,1,0,False,False,False,False,followers_only,False,b8041198,False,5815580664,7.421,9.3,24.0,108.5,600.6,False,True,120.5,140.0,False,True,10.6,-1.2,11,0,False,20.0,4591892,1,a5462690717,clycIeubg@eDrBoGlGqDjTSxBJjBn@tDfBfH~EpXrC`Mz@tAFh@\~HSpCy@fGElJJdDt@~HAnAFZXJFpBG|Bq@jGu@xCaDbGuAz@aBPT`ES`AcA|BkDvCcDdFk@xAmBlAwBjDgLhIa@O]m@MFe@d@C|A}GlEcErDiExAeDRw@^uD`HeArAeH`Dp@fLs@xA_A|@Gr@jAhG|DnBFh@cBfDgDlTMdBHjCM`@oAnAoAhGyBtIkB`KRXxC?Zf@pCdUlDhOBx@WxAfLni@b@RrUy@NJFd@eGtt@Q~FoAjTLlCw@bCLxG~BbGJf@BrAMzD^|Cb@pA|Ar@?Xe@hE{BhI_@tCAfJcBhTGhCXfKn@dM?jCsB~LG`ADrHr@~LCfDzCrXxBvGtDlN`Bc@|RsIbCwAjLqCxDsA\oI`AwAxCcHN}@pBe\fAqKr@sBfAsB\wD^iAGoHDs@Tg@lVvGlB|@t[lJB^_@tGfDtAvAT@oPs@}Ne@uDcAyDC_Ck@kAUyEsEcZiAuLuEw[iCmWF_AVUjE_BlXoMVFXl@f@NfGmA`H\TNFb@m@dVBz@TRVg@j@_PbCmA`AwAbFyLXWzCm@~BM~E_C|@sBn@gCFoFJm@vE{ItJuLjAaAtEsAvBGfCZ`AZ`@j@RxAh@|SJj@TRrGCdDfAbHb@vHfBdDy@xA_A`Na@`AZdCtAtA~AxD|CnEjCfAxAxElEpNhMbD~HdDvJtHxBnLtINApBqZvHj@rHfCV[Os\RoA@{M_@yDG{EH}Fk@iKq@mFi@cLH}AfA{C@}B_CyI{FeY?a@`ENfAM~HcDZDj@bBtIr`@Xd@VGjTmQl@En@x@hHf]l@hBTRtCmB`GeDtH{FjBk@bEUrMcHdE_D~EmGrAeArCW`ANPS?{@_@cCsVq_BCwOGe@yZ}DcAIcAb@UEO_@a@wDD}_@a@}AaAwAc@YK]EoCo@eK?iCKeBTgd@aAoMyBs`@oAiHoAyXa@{L@g@v@]GsAq@eCi@s@c@{A_AmGsIs]wG_ZaF{RoCqMyBaQU_AiGwPu@gAg@]_Ci@iAy@mAkCWkCsEhAuIz@mBp@{FfD}CpEcv@``AgEzHoLh]_DjGkC|DcGhGo]dTIlCaI~B}FPmIe@eGuBaGwCiEu@qABk@fAmC`Am@mA_BFa@_B_Dn@a@c@_ADc@_CkHvEqG|CU}@mEw\aEmXEyAmNzFMMuBeLqBuE}@VqB`C]EoDwJ_B}AU@m@bB,2,,,
47,2,Morning 1X,11443.7,3866,3972,3.9,Rowing,,5455949416,garmin_push_6943900763,5808551806,2021-06-12T08:15:40Z,2021-06-12T10:15:40Z,(GMT+01:00) Europe/Amsterdam,7200.0,"[53.201585, 6.563657]","[53.201575, 6.56373]",,,The Netherlands,53.201585,6.56373,3,11,0,1,0,False,False,False,False,followers_only,False,,False,5808551806,2.96,4.2,,,,,True,144.7,157.0,False,True,2.2,-1.7,1,0,False,54.0,4591892,1,a5455949416,{|ucIy}`g@tAEbABzATh@LbA`@|@f@pCrAvCfAn@@n@FFADCDLp@RjC\p@LP?nAHVA|AOpAGr@Ol@Ej@Q`@OPKzBaAd@UVQN@DCFOHITMbA]f@WpBqAxAy@fDwBbFoC|AgAp@]pAy@x@m@lAkA`@g@|@mAjAwAjAsB~AcCt@{A\u@`AkCVg@jAwCVu@\sAhBeGVm@lB{F^u@t@cAl@aAzAyBlA{Ab@_@|@cA\q@Xq@JGx@cAnBsBp@w@n@}@bBoBh@w@|AiB~AyBhBwBPO`@o@xBsClCeD\]`C{CdBoBrAmBhB{BvAyAvAcBp@w@p@g@l@]xCmA^IvAOvAU`BKx@Q`@K|@]d@KPKl@g@RKLELOj@I\Ah@IdCq@pEiBzC}@`DiAl@YnBm@`@Q|Ao@b@SbA]v@a@zAk@dAe@j@_@bCoBlBqBbByA|EsE`FqEq@[gE|Dq@t@a@ZoArAeA~@}A`BaAv@WVmA|@u@t@cCnAi@N}@\}@T_Ab@m@RyAp@u@T_A^{@X_Af@k@Vg@JWLgA\kA`@{GnCoAp@YJe@LOAGJMEk@J{Af@oAPk@JeBFeAHw@JmAVmCpAo@b@[Zc@To@l@kAtAoArA}@jAi@j@oA`ByAdBcDjEuA~A_BrBeCtC_AlA}AdBmBfCmBzBoA`BiEfFi@v@mCfDq@|@}C|DeCjEsA`DiAfDyAnFkAzCc@pA{@xBiA|CkA`CuBnDcDhE}A`BgEdDqFdD_C~AmAp@q@d@{AlAaAj@cAd@y@Vy@^[PUXC@GIKBOHg@b@q@`@iA\s@NmB^y@J}BPg@@aBEgBW_AUu@WW?EGCBWCQG}A]y@U{B_AmC}AwBo@aAQyACe@Hc@\,2,59.8,,
48,2,Evening Ride,30262.3,3755,3860,35.0,Ride,10.0,5453169772,garmin_push_6940932035,5805654830,2021-06-11T17:38:10Z,2021-06-11T19:38:10Z,(GMT+01:00) Europe/Amsterdam,7200.0,"[53.218902, 6.57477]","[53.218848, 6.574806]",,,The Netherlands,53.218902,6.574806,25,11,0,1,0,False,False,False,False,followers_only,False,b8041198,False,5805654830,8.059,14.6,19.0,139.3,523.2,False,True,133.6,166.0,False,True,2.2,-6.8,8,0,False,27.0,4591892,1,a5453169772,ckycIytbg@_EzBuEdEu@dAgDnQ_@pCEtABz@~C`OfDnRbEhRdAvAJdAFrCPvA?vAa@rDk@rDKtBB|HXxEj@dGEj@JX^TBp@OhFq@pFaBfEuAjCo@x@w@ZwAHUTNnBAxB]n@k@hBc@l@qCtBsChEm@|Am@p@mAn@sA`CmAlAyJbHUIUk@OIa@TWZDrAELeBlAaClAwDlDiBjAcBl@gBXiBDw@Zg@b@aB`DgBtCoCdByCnA[h@ELz@fJCd@Yp@kAnAKh@LdAp@~DRZhD|ALVAXyAvCgDpSYrBJvBCr@O`@s@n@U`@gBrI_B`Gs@vDkGv]i@`Cq@pE_R~fAAl@PfA@j@m@jEcAbAg@xBJEN\ZLd@?pEcCjBg@lB]vLu@nBWv@c@x@Jd@h@`ArBT|ARh@`AbArAv@v@x@R`@Ll@hAhMl@bEbC~Fb@h@lDh@l@`@T\|@`CvA`BdB~DPvA@|DFn@hBbET`ADfBQfDBn@^|BLf@R\tA`@J^_@fDUrAeAhD{@rDQ`B?vJ_@zGk@tFWlDAjD\hK\bGF`GOhAiBpJEjBJpIl@~JChChCzU`@tClA~CrEtPPDzCmArPmHvBoAxQuE\_@JcAHsFFUfAcBl@gB|AyCLi@NmAdAgSh@mH\}B^yEPs@fBkDXcBDqAh@kBVSP@i@HIe@EuFHy@PQ~RrF|AX|CnAtZbJBVe@zG\TzEzAHZShF_GdhAiInyACh@D`@h@TXCbn@}[\k@Bu@wAoIwLsx@qIi{@WcBSe@Y]gAe@Me@PyFDuLCqAeAkQ]aC_AsD?cBMi@Ua@Ks@SaE{DkW_@qCaAaK_EgXcCcTeAkNg@wA[Y_Cg@kDTSGWa@Io@IiBF{@t@oDBy@MsA_EmXeEo\_@cF_@wJAyKGkDWmDk@iBmA_AKY@c@r@kEtAsO?{Al@uBpAiK`BcPv@iQn@{c@v@cZNsD\mDt@wF~@{Ed@yA`@sCCwE`@eKCeFCeAWs@Km@RoAi@oGy@gGaEoXD}E[FQV}FjLOOeBcJuFy^S}BS{EU_CaA{CoAjAUASe@cCgJkJad@s@{GE_A\aENg@COwA_ByBqD}@o@Ia@fDaJnDuIbAqBbGeJ~@}@pHuCLLFj@v@nBpCxI@f@OVgChBkB`BgIlEwGfGY\Qf@sAbH[bAU?IMgB{CwAyASg@Ho@`JyTfHaL|@}@,2,,,
