,resource_state,name,distance,moving_time,elapsed_time,total_elevation_gain,type,workout_type,id,external_id,upload_id,start_date,start_date_local,timezone,utc_offset,start_latlng,end_latlng,location_city,location_state,location_country,start_latitude,start_longitude,achievement_count,kudos_count,comment_count,athlete_count,photo_count,trainer,commute,manual,private,visibility,flagged,gear_id,from_accepted_tag,upload_id_str,average_speed,max_speed,average_temp,average_watts,kilojoules,device_watts,has_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,pr_count,total_photo_count,has_kudoed,suffer_score,athlete.id,athlete.resource_state,map.id,map.summary_polyline,map.resource_state,average_cadence,average_heartrate,max_heartrate,max_watts
183,2,Avondloop,6053.4,1975,1975,9.8,Run,0.0,1722833071,garmin_push_2874762994,1849059429.0,2018-07-23T17:38:23Z,2018-07-23T19:38:23Z,(GMT+01:00) Europe/Amsterdam,7200.0,"[53.218971, 6.57515]","[53.223363, 6.570227]",Groningen,GR,The Netherlands,53.218971,6.57515,6,3,0,1,0,False,False,False,False,everyone,False,,False,1849059429,3.065,4.4,,,,,True,False,True,4.0,-2.2,3,0,False,38.0,4591892,1,a1722833071,qkycIgqcg@CaDfCKtGqJoZcxAyF|E_BqFcKnIcFwLuHbK}CpAuAmB{N|ZgL`HwDvF{I~Wj@`TbOhKh\j_AhDzFbGcHbEzC~N_],2,74.2,152.1,176.0,
184,2,Middagloop,5961.6,2152,2155,6.8,Run,0.0,1713264127,garmin_push_2863953165,1838403588.0,2018-07-19T14:29:41Z,2018-07-19T16:29:41Z,(GMT+01:00) Europe/Amsterdam,7200.0,"[53.21892, 6.575132]","[53.2257, 6.565998]",Groningen,GR,The Netherlands,53.21892,6.575132,2,0,0,1,0,False,False,False,False,everyone,False,,False,1838403588,2.77,6.9,,,,,True,False,True,3.0,-2.2,1,0,False,42.0,4591892,1,a1713264127,w_ycIkvcg@|AmA_AiH_Z}wAeG|DiBeFgKhIcEeL\qMsSvXoLpXkLxGwDjFqJ~WChT`QnO`a@deAtG}GnCnDvAwB,2,73.6,152.8,178.0,
185,2,Avondrit,27785.3,3366,3426,51.8,Ride,10.0,1708988776,garmin_push_2859056969,1833978718.0,2018-07-17T16:59:10Z,2018-07-17T18:59:10Z,(GMT+01:00) Europe/Amsterdam,7200.0,"[53.215405, 6.567513]","[53.218851, 6.574844]",Groningen,GR,The Netherlands,53.215405,6.567513,27,3,0,2,0,False,False,False,False,everyone,False,b5474373,False,1833978718,8.255,16.2,,168.5,567.3,False,True,False,True,9.0,-8.0,15,0,False,62.0,4591892,1,a1708988776,gsxcI}uag@rA]vAjIgCp]`BhCk@fPgGz@zHvf@YtLtFp_@P`i@_Fn\cDzvA{Hht@gK`k@BfKkdBtDiCfD{BdNwBzDgSlBiM~EwJbm@wBv{@qJ~d@_Ep]oHrtAjBty@pHjl@rE~aAe@rDlRpyAKfFsBxBpC~NnHkGsD_QgCPsKkv@aFmd@`@kD{EucAmHcl@{AmaAfFi~@zF{i@vJwd@bB{v@xBuSdI}b@tAkBXaJ`SwlA~Jaj@vGuS`Dw[pBoEaEoBmAcG|BwEw@sKbH{DrGwJlKyB`N}JVsBhB^lLuIvQcUvA{DOyEfD_AbF{Kp@cM_Bs\lEw^aCVuC_KyK}m@tDmSdNwK,2,,149.5,184.0,
186,2,Avondrit,51676.8,6094,6270,91.2,Ride,10.0,1706805263,garmin_push_2856509577,1831729113.0,2018-07-16T16:11:34Z,2018-07-16T18:11:34Z,(GMT+01:00) Europe/Amsterdam,7200.0,"[53.218854, 6.575092]","[53.21885, 6.57485]",Groningen,GR,The Netherlands,53.218854,6.575092,25,5,0,3,0,False,False,False,False,everyone,False,b5474373,False,1831729113,8.48,15.3,,160.9,980.6,False,True,False,True,4.7,-6.0,9,0,False,108.0,4591892,1,a1706805263,yjycIurcg@IoC~BOfP}SFqDyQ}u@xAqGg`@oqBiBgQuDkG{c@kaCuAFcL{m@sQop@pC}LxAapKi@ilB~JqeA_B}D_x@ux@sZc_@iPeGuM}Kuc@ap@sCsH_CkT_bAvqAyLePgp@}vAaLal@{Sc~Bk[myBfCojBoi@_b@kQRu`@wEgCwMgJhCqOiDwAtHe[oOuGiF[iDqEc@NpOqDmAg@xFgEnInAbPDvY`CjGqAhVd@bR{AlSjBdPKbYrBba@tPfxBd@b`@lDlLdKdyAhAr`@|Ev[W|QhCtJC~]jGrbAaJve@JtJxClN~OPzGrHrF|@hTfv@|GnMhKxIbg@~Kls@lmArF~FvERfG|Er~DbxGrLh[pYfa@he@pw@pFzVjw@fjG[nPbEzKzF{@xCxCrQnz@rJb[,2,,148.2,181.0,
187,2,Middagloop,5044.9,1953,1960,28.7,Run,,1702609951,garmin_push_2851528628,1827361877.0,2018-07-14T10:55:38Z,2018-07-14T12:55:38Z,(GMT+01:00) Europe/Amsterdam,7200.0,"[53.21895, 6.575355]","[53.197201, 6.580465]",Groningen,GR,The Netherlands,53.21895,6.575355,1,0,0,1,0,False,False,False,True,only_me,False,,False,1827361877,2.583,4.8,,,,,True,False,True,11.9,0.0,0,0,False,30.0,4591892,1,a1702609951,}_ycImvcg@hAqAm@kG`HaItEnIx^wY`Cz@~GnPvHmLbEuQlCDjDoDrE}Lh[qV`^{N|Cx[g@xHoOnh@}LbK,2,71.6,147.1,165.0,
188,2,Avondrit,52475.5,6058,6145,106.1,Ride,10.0,1700215505,garmin_push_2848756463,1824862808.0,2018-07-13T16:20:44Z,2018-07-13T18:20:44Z,(GMT+01:00) Europe/Amsterdam,7200.0,"[53.218982, 6.575138]","[53.218819, 6.574866]",Groningen,GR,The Netherlands,53.218982,6.575138,18,3,0,2,0,False,False,False,False,everyone,False,b5474373,False,1824862808,8.662,13.6,,165.9,1004.7,False,True,False,True,5.2,-4.6,16,0,False,145.0,4591892,1,a1700215505,}lycIoncg@wNpRgOjb@}IwWmB~@}RpYeJxWgW}Q{Ap@_b@yVoGwIpAyIaEgGc`@i^mf@ej@we@uIcr@eh@{An@qh@}b@oF{IgaDng@eNcVwG{GsxChw@mM~EsB|DOzFaD\{KrX{IvIgXDwI`WiH|JsM|AyDnDeGxOad@|SqBbLsnA_]sD~AoAlKoClA{Uh]sK|IsaArNkLnGHbTgCvEbBbOcDbLlA|IeFfLiCh`@pBtd@_DfQyAl_AxCb{@zGt|@jA`@heB{d@tJ_O`Tgd@dOqGrIbJjUaHnEs{@zJuYfJwO`MqnBxN{WvQkfA|Om\fOoMzLcCxc@n@RkP}AeJhBwJfA_Zg@sPtEyALuGdCgEzL_EfwB{j@uCfBr@hQbRvyBf`@hEth@g@hx@lThF|KhBe@lAkEfJ`Bnq@f\~u@d@ftAwXzGoMzG{CrX`UvWnBlDnDsAoSjAsEdL~Nz]xR~@u@MjDbX`OdKuXhRyXtAw@hJ|UlRef@fKuN,2,,155.4,181.0,
189,2,Avondloop,5410.6,1897,1897,16.9,Run,0.0,1693681394,garmin_push_2841161003,1818087567.0,2018-07-10T16:28:37Z,2018-07-10T18:28:37Z,(GMT+01:00) Europe/Amsterdam,7200.0,"[53.218978, 6.57512]","[53.22129, 6.574575]",Groningen,GR,The Netherlands,53.218978,6.57512,2,3,0,1,0,False,False,False,False,everyone,False,,False,1818087567,2.852,4.4,,,,,True,False,True,4.1,-3.0,1,0,False,35.0,4591892,1,a1693681394,qkycIiqcg@lOuR]kExAyCiGy\wHqW}FvCsFkWqFrDaBmF_NbLo[n[r@vEcB|CkF~HnB~GmBhEpOla@dB_@vU~q@d@p@lAqCrRce@,2,73.9,151.3,189.0,
190,2,Ochtendrit,43468.1,6995,7696,207.9,Ride,10.0,1688374005,garmin_push_2834914850,1812540980.0,2018-07-08T07:49:03Z,2018-07-08T09:49:03Z,(GMT+01:00) Europe/Amsterdam,7200.0,"[52.073954, 5.130351]","[52.073661, 5.130532]",,,The Netherlands,52.073954,5.130351,0,8,0,3,0,False,False,False,False,everyone,False,b5474373,False,1812540980,6.214,14.4,,121.6,850.6,False,True,False,True,55.2,1.0,0,0,False,59.0,4591892,1,a1688374005,euy|Hu_i^wBe@aAsCtCiIrMaBqIeYuJcKfDk_@bGqMlYgZvBuItQa]`D_RfD}aAgAeMd@scAsAeT}JyXwEus@{CoMyG{EzG_Y_Kaa@nGcUGiKev@_pAPgQwPwYOeFcDcHybAqqFRaGrIaS~Gc[tCoVpEeiGtAwNvJue@hE{~Ax`@Odt@nQjc@DnNbPhhAb\jb@hRrk@bIxSk@_Ilp@}E|}AaMb|@_^`~@cKvNi[xy@wBjWoId]oa@nu@}Ztq@uM|P{@i@kD`I}c@zl@ee@`dAiO`IT|GpPlYQbQ~u@lqAH`J_HzT|Kza@cHzXxHxGzB~KxEbr@jIbUxBhPWtlA|@fMqCh}@sDhUqPb[_DpLeXhXgHhPyCl^vH~GvKp[sMhBsBzEjA^p@dFbAQ,2,,133.0,175.0,
191,2,NS bus,47694.9,5164,5253,94.5,Ride,10.0,1687147738,garmin_push_2833466703,1811253825.0,2018-07-07T16:05:45Z,2018-07-07T18:05:45Z,(GMT+01:00) Europe/Amsterdam,7200.0,"[52.692399, 6.197331]","[52.409158, 5.892663]",,,The Netherlands,52.692399,6.197331,0,12,0,1,0,False,False,False,False,everyone,False,b5474373,False,1811253825,9.236,11.9,,189.9,980.7,False,True,False,True,17.0,-3.0,0,0,False,145.0,4591892,1,a1687147738,mnr`Iilyd@tAlBiCnb@iFnBSjRdGxQrCda@bEbDlEnP|HDEfP|AnGdm@tq@nH|EjBhT`X`d@tGvSlNtRhI|TlAfv@`Cp`@bPdt@Fn\mBpa@p@pGxGpCl@bJxCxFpWtMfKpBjTbP`^dK`BtPvHpNnRjLre@th@pxCgz@hLcOpVqRdOsBzs@~SrNx_@lD|RtI~RdCe@dIgMlPoGdlAjUbgBtfAlG_Aln@gc@zi@t\|Jm@bi@hHzSzUbn@x@|P`U{BdCnOqWtBuM`HyMd_@}m@hHiEdRns@iGnJtGhIzRtGnFvHj_@|zAjo@rsAvRb]lo@nt@dmAt}D\jI~LkFjF{HnAzBbAdZvFp]rDjh@nSzs@|Mhx@~Kxf@lA~dAnu@jeCbSqXhY`FrS{BdJ|ZviAnaFxBtGtA{ArQ_VxSmRwAkH,2,,159.1,180.0,
192,2,Middagrit,52292.4,6283,6367,94.0,Ride,10.0,1676459525,garmin_push_2821210856,1800211387.0,2018-07-02T15:52:34Z,2018-07-02T17:52:34Z,(GMT+01:00) Europe/Amsterdam,7200.0,"[53.218986, 6.574802]","[53.218874, 6.574793]",Groningen,GR,The Netherlands,53.218986,6.574802,24,4,0,1,0,False,False,False,False,everyone,False,b5474373,False,1800211387,8.323,13.3,,150.5,945.7,False,True,False,True,4.8,-6.0,9,0,False,157.0,4591892,1,a1676459525,gkycIgrcg@A{C`CM\yByIkWwKkg@tRkKlC}Gq_@_nBwBcSsD{Hka@yxBaBgHmAP}Kcn@uQmp@rC}LbBmkNo@}OjBc\pGsi@svAo~AaPeG{M_Lyc@ep@iCaHcCwTyaApqAkMmPao@otAqIc^{Hun@eMo|Aq[wzBbCmlBqi@i`@ms@aEuBaNmHhCqK]sDyBYaCim@cYp@pf@zJ|Il@nm@yDdMaN{OgAfUXzQ_BxThBvNE~YrBba@pPpxBd@``@pDnLfKxyAdAn_@xEl[SlQlCnK?v`@|Ddb@dAn\iJhf@PzJ|CxNhP@nGlHpF|@`Tpu@hHjN|K`J|e@jKps@dmArFfGdF\pGjFt}DzvGhQhb@tT`Zle@tw@tGtZnw@xjGo@dMbExKnF_ArC~B~Q~z@pJxZ,2,,155.6,174.0,
193,2,Ochtendrit,6298.4,3351,3507,7.4,Rowing,,1673642507,garmin_push_2817820275,1797287299.0,2018-07-01T08:52:23Z,2018-07-01T10:52:23Z,(GMT+01:00) Europe/Amsterdam,7200.0,"[52.327009, 4.839088]","[52.329172, 4.851636]",,,The Netherlands,52.327009,4.839088,0,5,0,6,0,False,False,False,False,everyone,False,,False,1797287299,1.88,5.2,,,,,True,False,True,5.3,-4.1,0,0,False,30.0,4591892,1,a1673642507,wbk~Hgcp\dG`w@fArF`ACuJugAo@|EdJ`hAn@rBd@mA}Ca]{@xAfFzp@tD|HuZe`EsCAQdI,2,,138.3,180.0,
194,2,Nachtrit,11800.4,1684,1684,39.9,Ride,,1666375649,garmin_push_2809352970,1789744438.0,2018-06-27T19:36:41Z,2018-06-27T21:36:41Z,(GMT+01:00) Europe/Amsterdam,7200.0,"[53.19343, 6.595326]","[53.218753, 6.574327]",,,The Netherlands,53.19343,6.595326,3,0,0,1,0,False,False,False,True,only_me,False,b5474373,False,1789744438,7.007,9.6,,107.1,180.4,False,True,False,True,9.0,-3.0,0,0,False,8.0,4591892,1,a1666375649,}itcIwcgg@fG_BtAhErHwDv`@ka@dl@oX~K{MrBlW`O`e@~Mds@bL{ATjBqVhGaDrH?~KsCpH[tIaL`@UlNmHQ{AxJkFFeCdF{LsDoAfAeE`I`ApRsHfVuE`HoHRqFlGiHa@k_@hQ}QMsTgIaHrCiDeDuFPw@gCwPhKyLg{@cNdGoFuS}DvC_E}JcDU,2,,128.3,145.0,
195,2,Middagactiviteit,2498.6,3406,3406,0.0,Workout,,1663832259,garmin_push_2806502139,1787113185.0,2018-06-26T15:03:25Z,2018-06-26T17:03:25Z,(GMT+01:00) Europe/Amsterdam,7200.0,,,,,The Netherlands,,,0,0,0,1,0,True,False,False,True,only_me,False,,False,1787113185,0.734,4.0,,,,,True,False,True,,,0,0,False,26.0,4591892,1,a1663832259,,2,61.2,134.1,176.0,
196,2,Middagrit,38235.2,4785,4866,72.7,Ride,10.0,1661578440,garmin_push_2803902491,1784785862.0,2018-06-25T15:57:28Z,2018-06-25T17:57:28Z,(GMT+01:00) Europe/Amsterdam,7200.0,"[53.219192, 6.56528]","[53.218866, 6.574832]",Groningen,GR,The Netherlands,53.219192,6.56528,20,4,0,2,0,False,False,False,False,everyone,False,b5474373,False,1784785862,7.991,15.3,,143.9,688.5,False,True,False,True,12.6,-6.0,8,0,False,65.0,4591892,1,a1661578440,}jycI_hag@gLxKgW|^wL|J}NtT~AtVq@tAwYzMiOzMkc@~NsJ~NcNfL{Rv^wCSeErQuGzGcDdPsM|AeEmHgEwA{TxXwIjQmWl^GhGgJfOaEvUaF`ClH`Yr@xg@_I_Gc_@_FuLeIgY`FyF|MaHpEil@NmEjGu`@nHsCeEoDn@e@gGeJbD}AoIqKd@oAaF^wFoK}o@iTfPoCuJ{BmAkTpG_MbJoNJiEiRiIkr@uAc_@oFuDwQdHuYjDqAlFcLwAcB}k@aU{@eCgGJ{f@tB}]~FqsDtAkpA}AqKpByK|@k[c@_NhEsA^iHxDwEhdDg{@tVv^paDkg@hFhIdi@nc@lAu@ds@xh@pd@zHjjArmAlBnCh@cApRmn@xa@~\nXdw@zRmXtJvVrSih@fJyL,2,,144.0,178.0,
197,2,Middagloop,2161.6,835,875,3.4,Run,,1661574573,garmin_push_2803898569,1784782563.0,2018-06-24T13:16:21Z,2018-06-24T15:16:21Z,(GMT+01:00) Europe/Amsterdam,7200.0,"[53.219039, 6.575275]","[53.218732, 6.575484]",Groningen,GR,The Netherlands,53.219039,6.575275,1,0,0,1,0,False,False,False,True,only_me,False,,False,1784782563,2.589,7.5,,,,,True,False,True,4.1,-0.3,0,0,False,5.0,4591892,1,a1661574573,wkycI}pcg@MqDxKeHLcCgO_s@dQtz@_BvD,2,68.4,131.2,153.0,
198,2,Briesje tegen,19927.9,10020,10593,47.7,Rowing,,1653845742,garmin_push_2794786513,1776673194.0,2018-06-21T18:00:53Z,2018-06-21T20:00:53Z,(GMT+01:00) Europe/Amsterdam,7200.0,"[53.116537, 6.683093]","[53.201812, 6.563472]",,,The Netherlands,53.116537,6.683093,0,1,0,1,0,False,False,False,False,everyone,False,,False,1776673194,1.989,5.7,,,,,True,False,True,6.6,-3.7,0,0,False,8.0,4591892,1,a1653845742,iiecIihxg@c@rAcGiMoPhBq[yD}XeWgX{Iwv@nBma@tWsD_BiI}QcOpBkh@j_@qNxWeNdL}Krb@oMlSwBlXoHlOcK~GwTbDsW|OeDg@aCvHeJfGcLfk@oi@lnBiYjo@or@zhBsQlQemAra@aC|D|En`@lTzfAfBhH`Qr[nF|\h@vPmAtQsCrO_DRbAc@o@iEQjF`DxCdOiB~_@{T`ToC,2,53.5,56.5,119.0,
199,2,Storm mee,19491.8,10167,11658,30.3,Rowing,,1653842426,garmin_push_2794782881,1776669663.0,2018-06-21T13:24:58Z,2018-06-21T15:24:58Z,(GMT+01:00) Europe/Amsterdam,7200.0,"[53.212147, 6.563125]","[53.116185, 6.681986]",Groningen,GR,The Netherlands,53.212147,6.563125,0,2,0,1,0,False,False,False,False,everyone,False,,False,1776669663,1.917,6.3,,,,,True,False,True,6.1,-2.6,0,0,False,16.0,4591892,1,a1653842426,{~wcIoz`g@r@eFmAsZmCeSsT}c@oRmaAoI_n@jMmGrCP~BfDbAwI~s@uTzMuIxG}I~c@skAdb@_`Ark@{tBdIw[zB{QrKgKnCsIdC`AfYgPpUyBYaA`HqDlJiQtBuYdNcRfK}b@fNcK~OgZlIcErToSfNwEfHOzGlPvDtB`Em@dKgJgDb@cBaF|@qAlA`Ea@zA]kGoAfAlDtFlKeHvSj@|h@_GjI`GvFlJlCfK`AzS`JbH|NpB`V}PzUkFrC|@zCjFh@cGZhL,2,57.5,83.5,145.0,
